Timestamp,Energy Price ($/kWh),Renewable Availability (%),Workload Energy Consumption (kWh),Emission Factor (kg CO2/kWh),Renewable Emission Factor (kg CO2/kWh)
2024-01-17 19:00:00,0.1803,9.53,821.26,0.5,0.02
2024-01-17 20:00:00,0.1882,9.14,887.13,0.5,0.02
2024-01-17 21:00:00,0.1727,8.53,911.33,0.5,0.02
2024-01-17 22:00:00,0.1023,9.59,873.55,0.5,0.02
2024-01-17 23:00:00,0.1035,9.39,929.63,0.5,0.02
2024-01-18 00:00:00,0.0967,8.59,984.98,0.5,0.02
2024-01-18 01:00:00,0.1001,9.17,829.44,0.5,0.02
2024-01-18 02:00:00,0.0966,8.93,944.18,0.5,0.02
2024-01-18 03:00:00,0.1005,8.32,943.29,0.5,0.02
2024-01-18 04:00:00,0.1008,9.56,1002.14,0.5,0.02
2024-01-18 05:00:00,0.0987,8.25,911.11,0.5,0.02
2024-01-18 06:00:00,0.1569,16.82,941.16,0.5,0.02
2024-01-18 07:00:00,0.1574,38.9,943.19,0.5,0.02
2024-01-18 08:00:00,0.1455,54.43,1165.35,0.5,0.02
2024-01-18 09:00:00,0.1537,74.26,1141.25,0.5,0.02
2024-01-18 10:00:00,0.1522,73.5,1136.79,0.5,0.02
2024-01-18 11:00:00,0.1522,80.85,1126.54,0.5,0.02
2024-01-18 12:00:00,0.2018,88.19,1071.54,0.5,0.02
2024-01-18 13:00:00,0.1989,84.98,1199.02,0.5,0.02
2024-01-18 14:00:00,0.2054,87.46,1251.27,0.5,0.02
2024-01-18 15:00:00,0.2061,62.97,1067.69,0.5,0.02
2024-01-18 16:00:00,0.2075,53.8,1098.87,0.5,0.02
2024-01-18 17:00:00,0.2073,37.8,1132.91,0.5,0.02
2024-01-18 18:00:00,0.1821,8.64,870.49,0.5,0.02
2024-01-18 19:00:00,0.1886,9.54,879.77,0.5,0.02
2024-01-18 20:00:00,0.1887,8.27,1037.71,0.5,0.02
2024-01-18 21:00:00,0.1848,9.2,946.79,0.5,0.02
2024-01-18 22:00:00,0.0977,9.2,899.5,0.5,0.02
2024-01-18 23:00:00,0.1036,9.15,921.95,0.5,0.02
2024-01-19 00:00:00,0.1005,9.91,839.21,0.5,0.02
2024-01-19 01:00:00,0.0954,8.34,880.86,0.5,0.02
2024-01-19 02:00:00,0.1034,9.27,873.61,0.5,0.02
2024-01-19 03:00:00,0.1037,9.3,897.22,0.5,0.02
2024-01-19 04:00:00,0.0965,8.62,902.01,0.5,0.02
2024-01-19 05:00:00,0.0969,9.06,892.64,0.5,0.02
2024-01-19 06:00:00,0.1435,19.27,802.02,0.5,0.02
2024-01-19 07:00:00,0.1474,38.48,937.37,0.5,0.02
2024-01-19 08:00:00,0.1566,53.76,1076.76,0.5,0.02
2024-01-19 09:00:00,0.1456,64.55,1035.16,0.5,0.02
2024-01-19 10:00:00,0.1515,84.65,1196.3,0.5,0.02
2024-01-19 11:00:00,0.1475,85.05,1171.48,0.5,0.02
2024-01-19 12:00:00,0.2083,85.67,1181.99,0.5,0.02
2024-01-19 13:00:00,0.1936,80.57,1127.74,0.5,0.02
2024-01-19 14:00:00,0.2029,79.52,1026.54,0.5,0.02
2024-01-19 15:00:00,0.2021,66.58,1110.37,0.5,0.02
2024-01-19 16:00:00,0.2008,52.52,1158.69,0.5,0.02
2024-01-19 17:00:00,0.2059,37.89,1094.81,0.5,0.02
2024-01-19 18:00:00,0.1868,8.3,1013.99,0.5,0.02
2024-01-19 19:00:00,0.1861,8.68,979.4,0.5,0.02
2024-01-19 20:00:00,0.1774,9.01,804.56,0.5,0.02
2024-01-19 21:00:00,0.1845,9.44,960.27,0.5,0.02
2024-01-19 22:00:00,0.0979,9.95,836.33,0.5,0.02
2024-01-19 23:00:00,0.097,8.84,865.39,0.5,0.02
2024-01-20 00:00:00,0.0973,8.42,895.82,0.5,0.02
2024-01-20 01:00:00,0.1042,9.65,853.47,0.5,0.02
2024-01-20 02:00:00,0.0997,8.39,832.08,0.5,0.02
2024-01-20 03:00:00,0.097,8.43,894.95,0.5,0.02
2024-01-20 04:00:00,0.1025,9.14,972.72,0.5,0.02
2024-01-20 05:00:00,0.0952,9.42,898.38,0.5,0.02
2024-01-20 06:00:00,0.1491,18.39,991.44,0.5,0.02
2024-01-20 07:00:00,0.15,40.25,965.99,0.5,0.02
2024-01-20 08:00:00,0.1533,57.55,1199.34,0.5,0.02
2024-01-20 09:00:00,0.1458,67.37,1186.45,0.5,0.02
2024-01-20 10:00:00,0.1454,80.31,1070.0,0.5,0.02
2024-01-20 11:00:00,0.1516,94.41,1177.25,0.5,0.02
2024-01-20 12:00:00,0.1934,91.12,1129.67,0.5,0.02
2024-01-20 13:00:00,0.2021,92.59,1112.7,0.5,0.02
2024-01-20 14:00:00,0.2092,85.18,1155.77,0.5,0.02
2024-01-20 15:00:00,0.2086,63.83,1221.01,0.5,0.02
2024-01-20 16:00:00,0.1925,51.08,1071.23,0.5,0.02
2024-01-20 17:00:00,0.2057,39.61,1072.75,0.5,0.02
2024-01-20 18:00:00,0.1772,8.87,968.76,0.5,0.02
2024-01-20 19:00:00,0.1771,8.27,980.92,0.5,0.02
2024-01-20 20:00:00,0.1796,10.0,963.19,0.5,0.02
2024-01-20 21:00:00,0.1845,9.36,846.91,0.5,0.02
2024-01-20 22:00:00,0.0964,9.0,943.67,0.5,0.02
2024-01-20 23:00:00,0.1043,10.02,830.17,0.5,0.02
2024-01-21 00:00:00,0.0967,9.12,1000.17,0.5,0.02
2024-01-21 01:00:00,0.1022,9.82,838.78,0.5,0.02
2024-01-21 02:00:00,0.0962,8.94,873.16,0.5,0.02
2024-01-21 03:00:00,0.102,9.52,903.83,0.5,0.02
2024-01-21 04:00:00,0.1037,8.41,957.95,0.5,0.02
2024-01-21 05:00:00,0.1044,9.76,822.75,0.5,0.02
2024-01-21 06:00:00,0.1492,17.27,963.86,0.5,0.02
2024-01-21 07:00:00,0.1443,40.06,967.98,0.5,0.02
2024-01-21 08:00:00,0.1445,50.23,1047.09,0.5,0.02
2024-01-21 09:00:00,0.1496,63.39,1106.3,0.5,0.02
2024-01-21 10:00:00,0.1488,80.26,1035.56,0.5,0.02
2024-01-21 11:00:00,0.1441,82.88,1040.69,0.5,0.02
2024-01-21 12:00:00,0.1927,91.75,1018.43,0.5,0.02
2024-01-21 13:00:00,0.2027,80.47,1159.7,0.5,0.02
2024-01-21 14:00:00,0.1981,88.87,1085.04,0.5,0.02
2024-01-21 15:00:00,0.1937,67.91,1028.97,0.5,0.02
2024-01-21 16:00:00,0.1904,53.68,1047.78,0.5,0.02
2024-01-21 17:00:00,0.2035,35.5,1019.18,0.5,0.02
2024-01-21 18:00:00,0.1879,8.4,865.46,0.5,0.02
2024-01-21 19:00:00,0.176,9.75,796.05,0.5,0.02
2024-01-21 20:00:00,0.1774,8.74,900.75,0.5,0.02
2024-01-21 21:00:00,0.1778,9.07,946.34,0.5,0.02
2024-01-21 22:00:00,0.0957,9.22,966.27,0.5,0.02
2024-01-21 23:00:00,0.0992,8.34,962.0,0.5,0.02
2024-01-22 00:00:00,0.0993,8.45,807.71,0.5,0.02
2024-01-22 01:00:00,0.1036,8.48,923.91,0.5,0.02
2024-01-22 02:00:00,0.0969,9.86,859.94,0.5,0.02
2024-01-22 03:00:00,0.0968,9.32,955.82,0.5,0.02
2024-01-22 04:00:00,0.0999,9.77,865.38,0.5,0.02
2024-01-22 05:00:00,0.1047,9.54,1014.43,0.5,0.02
2024-01-22 06:00:00,0.1545,17.74,956.16,0.5,0.02
2024-01-22 07:00:00,0.1553,38.0,790.0,0.5,0.02
2024-01-22 08:00:00,0.1498,54.05,1058.03,0.5,0.02
2024-01-22 09:00:00,0.1538,73.07,1073.16,0.5,0.02
2024-01-22 10:00:00,0.1492,76.54,1009.1,0.5,0.02
2024-01-22 11:00:00,0.1429,86.04,1172.21,0.5,0.02
2024-01-22 12:00:00,0.1974,96.51,1115.12,0.5,0.02
2024-01-22 13:00:00,0.2041,96.49,1018.49,0.5,0.02
2024-01-22 14:00:00,0.1967,85.11,1129.21,0.5,0.02
2024-01-22 15:00:00,0.1921,64.37,1008.91,0.5,0.02
2024-01-22 16:00:00,0.1923,55.81,1105.65,0.5,0.02
2024-01-22 17:00:00,0.2081,39.0,1014.4,0.5,0.02
2024-01-22 18:00:00,0.1808,9.71,854.69,0.5,0.02
2024-01-22 19:00:00,0.1741,9.92,953.54,0.5,0.02
2024-01-22 20:00:00,0.1841,8.51,898.43,0.5,0.02
2024-01-22 21:00:00,0.1779,9.08,909.2,0.5,0.02
2024-01-22 22:00:00,0.0983,8.33,911.93,0.5,0.02
2024-01-22 23:00:00,0.1002,8.42,892.82,0.5,0.02
2024-01-23 00:00:00,0.1037,8.32,885.78,0.5,0.02
2024-01-23 01:00:00,0.104,9.89,916.9,0.5,0.02
2024-01-23 02:00:00,0.0989,8.36,975.35,0.5,0.02
2024-01-23 03:00:00,0.0996,8.96,921.51,0.5,0.02
2024-01-23 04:00:00,0.0964,8.92,969.35,0.5,0.02
2024-01-23 05:00:00,0.1008,9.19,929.63,0.5,0.02
2024-01-23 06:00:00,0.1558,17.11,860.1,0.5,0.02
2024-01-23 07:00:00,0.1456,39.87,861.26,0.5,0.02
2024-01-23 08:00:00,0.1455,57.93,990.92,0.5,0.02
2024-01-23 09:00:00,0.1525,64.51,1164.4,0.5,0.02
2024-01-23 10:00:00,0.157,81.28,988.92,0.5,0.02
2024-01-23 11:00:00,0.1497,81.75,975.43,0.5,0.02
2024-01-23 12:00:00,0.1924,94.84,1152.01,0.5,0.02
2024-01-23 13:00:00,0.1938,94.41,1158.05,0.5,0.02
2024-01-23 14:00:00,0.1979,89.3,975.99,0.5,0.02
2024-01-23 15:00:00,0.1984,71.84,1246.81,0.5,0.02
2024-01-23 16:00:00,0.201,60.01,1030.72,0.5,0.02
2024-01-23 17:00:00,0.2088,34.23,997.7,0.5,0.02
2024-01-23 18:00:00,0.179,8.52,920.18,0.5,0.02
2024-01-23 19:00:00,0.1746,8.35,1044.41,0.5,0.02
2024-01-23 20:00:00,0.1772,9.46,966.55,0.5,0.02
2024-01-23 21:00:00,0.1837,8.97,814.01,0.5,0.02
2024-01-23 22:00:00,0.0972,9.39,957.99,0.5,0.02
2024-01-23 23:00:00,0.0975,8.92,894.78,0.5,0.02
2024-01-24 00:00:00,0.1001,8.88,796.98,0.5,0.02
2024-01-24 01:00:00,0.1047,9.05,910.25,0.5,0.02
2024-01-24 02:00:00,0.1031,8.47,1012.97,0.5,0.02
2024-01-24 03:00:00,0.1041,9.76,810.78,0.5,0.02
2024-01-24 04:00:00,0.1018,9.97,922.86,0.5,0.02
2024-01-24 05:00:00,0.1015,9.23,964.2,0.5,0.02
2024-01-24 06:00:00,0.1468,17.14,896.86,0.5,0.02
2024-01-24 07:00:00,0.1503,37.9,873.58,0.5,0.02
2024-01-24 08:00:00,0.1523,57.7,1096.91,0.5,0.02
2024-01-24 09:00:00,0.1535,74.55,1002.11,0.5,0.02
2024-01-24 10:00:00,0.1527,86.34,1215.98,0.5,0.02
2024-01-24 11:00:00,0.1476,94.64,1103.65,0.5,0.02
2024-01-24 12:00:00,0.2018,86.13,1179.52,0.5,0.02
2024-01-24 13:00:00,0.2043,82.9,1219.89,0.5,0.02
2024-01-24 14:00:00,0.1917,81.66,1090.6,0.5,0.02
2024-01-24 15:00:00,0.2054,66.48,984.47,0.5,0.02
2024-01-24 16:00:00,0.2056,60.05,1031.09,0.5,0.02
2024-01-24 17:00:00,0.1987,35.75,1207.54,0.5,0.02
2024-01-24 18:00:00,0.1889,8.91,966.46,0.5,0.02
2024-01-24 19:00:00,0.1843,9.54,961.02,0.5,0.02
2024-01-24 20:00:00,0.1755,9.92,883.06,0.5,0.02
2024-01-24 21:00:00,0.1842,9.21,784.26,0.5,0.02
2024-01-24 22:00:00,0.0961,10.02,814.35,0.5,0.02
2024-01-24 23:00:00,0.1022,8.85,923.96,0.5,0.02
2024-01-25 00:00:00,0.1028,9.75,811.36,0.5,0.02
2024-01-25 01:00:00,0.1045,8.56,890.23,0.5,0.02
2024-01-25 02:00:00,0.0975,9.86,776.19,0.5,0.02
2024-01-25 03:00:00,0.095,8.86,970.65,0.5,0.02
2024-01-25 04:00:00,0.0976,8.36,954.49,0.5,0.02
2024-01-25 05:00:00,0.0971,8.28,874.88,0.5,0.02
2024-01-25 06:00:00,0.1553,17.59,917.78,0.5,0.02
2024-01-25 07:00:00,0.1574,40.98,941.98,0.5,0.02
2024-01-25 08:00:00,0.1548,60.05,1037.7,0.5,0.02
2024-01-25 09:00:00,0.1441,72.05,1034.34,0.5,0.02
2024-01-25 10:00:00,0.1466,77.64,1162.09,0.5,0.02
2024-01-25 11:00:00,0.1525,94.21,1207.72,0.5,0.02
2024-01-25 12:00:00,0.2069,88.11,1152.74,0.5,0.02
2024-01-25 13:00:00,0.2058,92.54,1142.42,0.5,0.02
2024-01-25 14:00:00,0.2035,88.66,1069.01,0.5,0.02
2024-01-25 15:00:00,0.2025,64.88,1151.17,0.5,0.02
2024-01-25 16:00:00,0.1976,57.22,1201.28,0.5,0.02
2024-01-25 17:00:00,0.2094,36.02,1088.08,0.5,0.02
2024-01-25 18:00:00,0.1875,9.59,855.01,0.5,0.02
2024-01-25 19:00:00,0.1863,9.5,826.21,0.5,0.02
2024-01-25 20:00:00,0.1873,9.62,997.7,0.5,0.02
2024-01-25 21:00:00,0.1745,9.56,971.47,0.5,0.02
2024-01-25 22:00:00,0.0968,9.31,835.06,0.5,0.02
2024-01-25 23:00:00,0.1034,9.28,820.24,0.5,0.02
2024-01-26 00:00:00,0.099,8.27,945.97,0.5,0.02
2024-01-26 01:00:00,0.1003,9.5,884.13,0.5,0.02
2024-01-26 02:00:00,0.1033,9.16,869.43,0.5,0.02
2024-01-26 03:00:00,0.1018,9.89,770.9,0.5,0.02
2024-01-26 04:00:00,0.1036,9.29,983.9,0.5,0.02
2024-01-26 05:00:00,0.1009,10.01,837.6,0.5,0.02
2024-01-26 06:00:00,0.1531,18.81,843.91,0.5,0.02
2024-01-26 07:00:00,0.152,40.99,1018.59,0.5,0.02
2024-01-26 08:00:00,0.1472,51.42,969.36,0.5,0.02
2024-01-26 09:00:00,0.1429,70.01,1124.29,0.5,0.02
2024-01-26 10:00:00,0.1448,75.91,997.54,0.5,0.02
2024-01-26 11:00:00,0.146,89.2,1209.18,0.5,0.02
2024-01-26 12:00:00,0.2031,88.17,1134.68,0.5,0.02
2024-01-26 13:00:00,0.2001,90.89,1082.1,0.5,0.02
2024-01-26 14:00:00,0.2002,83.39,1046.2,0.5,0.02
2024-01-26 15:00:00,0.1902,63.44,1161.5,0.5,0.02
2024-01-26 16:00:00,0.1946,53.35,1178.37,0.5,0.02
2024-01-26 17:00:00,0.199,41.11,1040.71,0.5,0.02
2024-01-26 18:00:00,0.1775,9.27,925.59,0.5,0.02
2024-01-26 19:00:00,0.1844,9.06,809.67,0.5,0.02
2024-01-26 20:00:00,0.1887,9.83,1009.33,0.5,0.02
2024-01-26 21:00:00,0.1797,9.49,833.67,0.5,0.02
2024-01-26 22:00:00,0.0951,9.65,953.13,0.5,0.02
2024-01-26 23:00:00,0.1035,9.03,818.57,0.5,0.02
2024-01-27 00:00:00,0.1013,8.5,896.25,0.5,0.02
2024-01-27 01:00:00,0.1039,9.62,787.46,0.5,0.02
2024-01-27 02:00:00,0.104,8.31,863.76,0.5,0.02
2024-01-27 03:00:00,0.1019,10.1,848.02,0.5,0.02
2024-01-27 04:00:00,0.104,9.35,803.94,0.5,0.02
2024-01-27 05:00:00,0.1031,8.61,982.86,0.5,0.02
2024-01-27 06:00:00,0.1516,18.98,915.71,0.5,0.02
2024-01-27 07:00:00,0.152,38.61,848.86,0.5,0.02
2024-01-27 08:00:00,0.1439,53.96,999.63,0.5,0.02
2024-01-27 09:00:00,0.1532,65.14,1101.63,0.5,0.02
2024-01-27 10:00:00,0.153,86.24,1018.92,0.5,0.02
2024-01-27 11:00:00,0.143,80.83,1207.66,0.5,0.02
2024-01-27 12:00:00,0.208,87.42,1187.3,0.5,0.02
2024-01-27 13:00:00,0.1939,88.29,1209.09,0.5,0.02
2024-01-27 14:00:00,0.206,75.2,1056.1,0.5,0.02
2024-01-27 15:00:00,0.1928,68.35,1058.85,0.5,0.02
2024-01-27 16:00:00,0.1992,51.92,1145.3,0.5,0.02
2024-01-27 17:00:00,0.2068,36.94,1010.22,0.5,0.02
2024-01-27 18:00:00,0.1846,10.09,925.59,0.5,0.02
2024-01-27 19:00:00,0.1813,8.34,800.49,0.5,0.02
2024-01-27 20:00:00,0.1714,9.02,843.85,0.5,0.02
2024-01-27 21:00:00,0.1815,9.61,917.26,0.5,0.02
2024-01-27 22:00:00,0.0993,9.62,931.09,0.5,0.02
2024-01-27 23:00:00,0.0967,8.99,810.19,0.5,0.02
2024-01-28 00:00:00,0.1036,9.2,967.05,0.5,0.02
2024-01-28 01:00:00,0.1039,8.3,867.97,0.5,0.02
2024-01-28 02:00:00,0.0963,9.74,898.76,0.5,0.02
2024-01-28 03:00:00,0.0999,8.81,991.19,0.5,0.02
2024-01-28 04:00:00,0.097,8.41,849.09,0.5,0.02
2024-01-28 05:00:00,0.0972,9.22,818.08,0.5,0.02
2024-01-28 06:00:00,0.156,17.56,798.46,0.5,0.02
2024-01-28 07:00:00,0.1476,36.73,930.12,0.5,0.02
2024-01-28 08:00:00,0.1573,56.24,1139.85,0.5,0.02
2024-01-28 09:00:00,0.148,64.84,1155.82,0.5,0.02
2024-01-28 10:00:00,0.1483,76.7,1217.99,0.5,0.02
2024-01-28 11:00:00,0.1526,84.44,1083.1,0.5,0.02
2024-01-28 12:00:00,0.2026,99.45,993.12,0.5,0.02
2024-01-28 13:00:00,0.2073,83.82,1049.37,0.5,0.02
2024-01-28 14:00:00,0.2073,79.53,1173.47,0.5,0.02
2024-01-28 15:00:00,0.1947,69.56,1098.69,0.5,0.02
2024-01-28 16:00:00,0.1964,52.09,1145.04,0.5,0.02
2024-01-28 17:00:00,0.2083,34.92,1086.28,0.5,0.02
2024-01-28 18:00:00,0.1878,9.96,896.34,0.5,0.02
2024-01-28 19:00:00,0.1759,10.09,995.12,0.5,0.02
2024-01-28 20:00:00,0.1779,9.02,979.25,0.5,0.02
2024-01-28 21:00:00,0.1778,9.84,903.58,0.5,0.02
2024-01-28 22:00:00,0.1033,9.81,850.08,0.5,0.02
2024-01-28 23:00:00,0.1044,8.91,831.48,0.5,0.02
2024-01-29 00:00:00,0.0967,9.66,797.51,0.5,0.02
2024-01-29 01:00:00,0.0968,9.24,939.62,0.5,0.02
2024-01-29 02:00:00,0.1025,9.8,951.79,0.5,0.02
2024-01-29 03:00:00,0.1001,8.43,926.32,0.5,0.02
2024-01-29 04:00:00,0.0982,9.54,792.82,0.5,0.02
2024-01-29 05:00:00,0.0995,8.74,1025.78,0.5,0.02
2024-01-29 06:00:00,0.1456,19.19,829.72,0.5,0.02
2024-01-29 07:00:00,0.1439,39.97,905.33,0.5,0.02
2024-01-29 08:00:00,0.1548,60.19,1153.79,0.5,0.02
2024-01-29 09:00:00,0.1449,68.7,1034.94,0.5,0.02
2024-01-29 10:00:00,0.1474,88.77,1110.13,0.5,0.02
2024-01-29 11:00:00,0.1451,97.33,1178.61,0.5,0.02
2024-01-29 12:00:00,0.2013,88.62,1101.34,0.5,0.02
2024-01-29 13:00:00,0.204,98.19,986.97,0.5,0.02
2024-01-29 14:00:00,0.1993,78.83,1044.21,0.5,0.02
2024-01-29 15:00:00,0.1943,73.24,1245.03,0.5,0.02
2024-01-29 16:00:00,0.1918,51.62,1054.81,0.5,0.02
2024-01-29 17:00:00,0.2036,36.47,1038.66,0.5,0.02
2024-01-29 18:00:00,0.1763,8.36,836.5,0.5,0.02
2024-01-29 19:00:00,0.1794,9.49,847.19,0.5,0.02
2024-01-29 20:00:00,0.1796,9.47,960.96,0.5,0.02
2024-01-29 21:00:00,0.1831,9.06,790.54,0.5,0.02
2024-01-29 22:00:00,0.0981,9.6,809.92,0.5,0.02
2024-01-29 23:00:00,0.1032,9.46,861.18,0.5,0.02
2024-01-30 00:00:00,0.1014,9.9,870.36,0.5,0.02
2024-01-30 01:00:00,0.0982,10.13,872.44,0.5,0.02
2024-01-30 02:00:00,0.1011,8.73,981.65,0.5,0.02
2024-01-30 03:00:00,0.1025,9.96,785.3,0.5,0.02
2024-01-30 04:00:00,0.1011,9.34,947.65,0.5,0.02
2024-01-30 05:00:00,0.0961,9.5,908.26,0.5,0.02
2024-01-30 06:00:00,0.1559,18.2,978.15,0.5,0.02
2024-01-30 07:00:00,0.1533,34.99,849.9,0.5,0.02
2024-01-30 08:00:00,0.1556,52.28,1165.16,0.5,0.02
2024-01-30 09:00:00,0.1437,70.26,1109.85,0.5,0.02
2024-01-30 10:00:00,0.1483,80.64,999.03,0.5,0.02
2024-01-30 11:00:00,0.1553,96.23,1058.13,0.5,0.02
2024-01-30 12:00:00,0.1966,88.86,1087.67,0.5,0.02
2024-01-30 13:00:00,0.1927,86.05,1074.84,0.5,0.02
2024-01-30 14:00:00,0.2001,88.77,1060.2,0.5,0.02
2024-01-30 15:00:00,0.203,77.22,1090.07,0.5,0.02
2024-01-30 16:00:00,0.1944,50.42,1023.26,0.5,0.02
2024-01-30 17:00:00,0.2011,34.95,1020.3,0.5,0.02
2024-01-30 18:00:00,0.1886,8.4,914.29,0.5,0.02
2024-01-30 19:00:00,0.1849,9.43,845.05,0.5,0.02
2024-01-30 20:00:00,0.183,9.05,781.0,0.5,0.02
2024-01-30 21:00:00,0.1749,8.59,964.2,0.5,0.02
2024-01-30 22:00:00,0.1003,8.83,783.75,0.5,0.02
2024-01-30 23:00:00,0.0994,10.02,936.99,0.5,0.02
